OrganizationIdentifier	OrganizationFormalName	ActivityIdentifier	ActivityTypeCode	ActivityMediaName	ActivityMediaSubdivisionName	ActivityStartDate	ActivityStartTime/Time	ActivityStartTime/TimeZoneCode	ActivityEndDate	ActivityEndTime/Time	ActivityEndTime/TimeZoneCode	ActivityRelativeDepthName	ActivityDepthHeightMeasure/MeasureValue	ActivityDepthHeightMeasure/MeasureUnitCode	ActivityDepthAltitudeReferencePointText	ActivityTopDepthHeightMeasure/MeasureValue	ActivityTopDepthHeightMeasure/MeasureUnitCode	ActivityBottomDepthHeightMeasure/MeasureValue	ActivityBottomDepthHeightMeasure/MeasureUnitCode	ProjectIdentifier	ActivityConductingOrganizationText	MonitoringLocationIdentifier	ActivityCommentText	SampleAquifer	HydrologicCondition	HydrologicEvent	ActivityLocation/LatitudeMeasure	ActivityLocation/LongitudeMeasure	ActivityLocation/SourceMapScaleNumeric	ActivityLocation/HorizontalAccuracyMeasure/MeasureValue	ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode	ActivityLocation/HorizontalCollectionMethodName	ActivityLocation/HorizontalCoordinateReferenceSystemDatumName	AssemblageSampledName	CollectionDuration/MeasureValue	CollectionDuration/MeasureUnitCode	SamplingComponentName	SamplingComponentPlaceInSeriesNumeric	ReachLengthMeasure/MeasureValue	ReachLengthMeasure/MeasureUnitCode	ReachWidthMeasure/MeasureValue	ReachWidthMeasure/MeasureUnitCode	PassCount	NetTypeName	NetSurfaceAreaMeasure/MeasureValue	NetSurfaceAreaMeasure/MeasureUnitCode	NetMeshSizeMeasure/MeasureValue	NetMeshSizeMeasure/MeasureUnitCode	BoatSpeedMeasure/MeasureValue	BoatSpeedMeasure/MeasureUnitCode	CurrentSpeedMeasure/MeasureValue	CurrentSpeedMeasure/MeasureUnitCode	ToxicityTestType	SampleCollectionMethod/MethodIdentifier	SampleCollectionMethod/MethodIdentifierContext	SampleCollectionMethod/MethodName	SampleCollectionMethod/MethodQualifierTypeName	SampleCollectionMethod/MethodDescriptionText	SampleCollectionEquipmentName	SampleCollectionMethod/SampleCollectionEquipmentCommentText	SamplePreparationMethod/MethodIdentifier	SamplePreparationMethod/MethodIdentifierContext	SamplePreparationMethod/MethodName	SamplePreparationMethod/MethodQualifierTypeName	SamplePreparationMethod/MethodDescriptionText	SampleContainerTypeName	SampleContainerColorName	ChemicalPreservativeUsedName	ThermalPreservativeUsedName	SampleTransportStorageDescription	DataLoggerLine	ResultDetectionConditionText	MethodSpecificationName	CharacteristicName	ResultSampleFractionText	ResultMeasureValue	ResultMeasure/MeasureUnitCode	MeasureQualifierCode	ResultStatusIdentifier	StatisticalBaseCode	ResultValueTypeName	ResultWeightBasisText	ResultTimeBasisText	ResultTemperatureBasisText	ResultParticleSizeBasisText	PrecisionValue	DataQuality/BiasValue	ConfidenceIntervalValue	UpperConfidenceLimitValue	LowerConfidenceLimitValue	ResultCommentText	USGSPCode	ResultDepthHeightMeasure/MeasureValue	ResultDepthHeightMeasure/MeasureUnitCode	ResultDepthAltitudeReferencePointText	ResultSamplingPointName	BiologicalIntentName	BiologicalIndividualIdentifier	SubjectTaxonomicName	UnidentifiedSpeciesIdentifier	SampleTissueAnatomyName	GroupSummaryCountWeight/MeasureValue	GroupSummaryCountWeight/MeasureUnitCode	CellFormName	CellShapeName	HabitName	VoltismName	TaxonomicPollutionTolerance	TaxonomicPollutionToleranceScaleText	TrophicLevelName	FunctionalFeedingGroupName	TaxonomicDetailsCitation/ResourceTitleName	TaxonomicDetailsCitation/ResourceCreatorName	TaxonomicDetailsCitation/ResourceSubjectText	TaxonomicDetailsCitation/ResourcePublisherName	TaxonomicDetailsCitation/ResourceDate	TaxonomicDetailsCitation/ResourceIdentifier	FrequencyClassDescriptorCode	FrequencyClassDescriptorUnitCode	LowerClassBoundValue	UpperClassBoundValue	ResultAnalyticalMethod/MethodIdentifier	ResultAnalyticalMethod/MethodIdentifierContext	ResultAnalyticalMethod/MethodName	ResultAnalyticalMethod/MethodQualifierTypeName	MethodDescriptionText	LaboratoryName	AnalysisStartDate	AnalysisStartTime/Time	AnalysisStartTime/TimeZoneCode	AnalysisEndDate	AnalysisEndTime/Time	AnalysisEndTime/TimeZoneCode	ResultLaboratoryCommentCode	ResultLaboratoryCommentText	DetectionQuantitationLimitTypeName	DetectionQuantitationLimitMeasure/MeasureValue	DetectionQuantitationLimitMeasure/MeasureUnitCode	LaboratoryAccreditationIndicator	LaboratoryAccreditationAuthorityName	TaxonomistAccreditationIndicator	TaxonomistAccreditationAuthorityName	LabSamplePreparationMethod/MethodIdentifier	LabSamplePreparationMethod/MethodIdentifierContext	LabSamplePreparationMethod/MethodName	LabSamplePreparationMethod/MethodQualifierTypeName	LabSamplePreparationMethod/MethodDescriptionText	PreparationStartDate	PreparationStartTime/Time	PreparationStartTime/TimeZoneCode	PreparationEndDate	PreparationEndTime/Time	PreparationEndTime/TimeZoneCode	SubstitutionDilutionFactorNumeric	ProviderName
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT170104:FM:PS:DO:	Field Msr/Obs	Water		2017-01-04	09:03:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Probe/Sensor	HACH LDO101														Dissolved oxygen (DO)		6.22	mg/l		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT160727:SR:WB:	Sample-Routine	Water		2016-07-27	08:28:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Water Bottle														as P	Orthophosphate	Filtered, field	7.09	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB161201:SR:WB:	Sample-Routine	Water		2016-12-01	08:40:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	7.36	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP161201:SR:WB:	Sample-Routine	Water		2016-12-01	09:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Water Bottle														as P	Orthophosphate	Filtered, field	2.51	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO161201:SR:WB:	Sample-Routine	Water		2016-12-01	07:40:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	5.08	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM161117:SR:WB:	Sample-Routine	Water		2016-11-17	07:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Water Bottle															Silicate	Filtered, field	140.57	ug/l		Final		Actual																																									366	USEPA	Silicate by Colorimetry		https://www.nemi.gov/methods/method_summary/4661/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH160810:SR:WB:	Sample-Routine	Water		2016-08-10	07:52:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLH					20.8648500000	-156.6737400000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	8.71	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT160810:FM:PS:TS:	Field Msr/Obs	Water		2016-08-10	08:15:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Probe/Sensor	HACH CDC401														Salinity		35.1	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH170104:FM:PS:PH:	Field Msr/Obs	Water		2017-01-04	08:42:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLH					20.8648500000	-156.6737400000																															Probe/Sensor	HACH PHC101														pH		8.07	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO170103:FM:PS:DO:	Field Msr/Obs	Water		2017-01-03	08:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RPO					20.9670830000	-156.6813900000																															Probe/Sensor	HACH LDO101														Dissolved oxygen (DO)		6.45	mg/l		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB170217:FM:PS:DO:	Field Msr/Obs	Water		2017-02-17	08:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		101.5	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT161130:FM:WB:	Field Msr/Obs	Water		2016-11-30	09:12:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Water Bottle	HACH 2100Q														Turbidity		12.50	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM161020:SR:WB:	Sample-Routine	Water		2016-10-20	08:00:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Water Bottle														as P	Total Phosphorus, mixed forms	Filtered, field	12.00	ug/l		Final		Actual																																									4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM160825:FM:PS:DO:	Field Msr/Obs	Water		2016-08-25	07:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Probe/Sensor	HACH LDO101														Dissolved oxygen (DO)		5.25	mg/l		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PPU170215:SR:WB:	Sample-Routine	Water		2017-02-15	09:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PPU					20.8592330000	-156.6694420000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	2.72	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RNS170307:FM:PS:TS:	Field Msr/Obs	Water		2017-03-07	07:40:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RNS					20.9942220000	-156.6674170000																															Probe/Sensor	HACH CDC401														Salinity		34.5	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB161020:FM:PS:DO:	Field Msr/Obs	Water		2016-10-20	08:23:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		96.0	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160920:SR:WB:	Sample-Routine	Water		2016-09-20	07:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	18.00	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB170330:FM:PS:DO:	Field Msr/Obs	Water		2017-03-30	08:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Probe/Sensor	HACH LDO101														Dissolved oxygen (DO)		6.73	mg/l		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO170309:FM:PS:TS:	Field Msr/Obs	Water		2017-03-09	07:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Probe/Sensor	HACH CDC401														Salinity		34.5	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RCB161129:SR:WB:	Sample-Routine	Water		2016-11-29	08:42:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RCB					20.9103470000	-156.6893820000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	137.85	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PPU161116:SR:WB:	Sample-Routine	Water		2016-11-16	09:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PPU					20.8592330000	-156.6694420000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	64.32	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP170309:FM:PS:TS:	Field Msr/Obs	Water		2017-03-09	08:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Probe/Sensor	HACH CDC401														Salinity		34.5	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160920:SR:WB:	Sample-Routine	Water		2016-09-20	08:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Water Bottle														as P	Orthophosphate	Filtered, field	7.24	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS170328:FM:PS:TS:	Field Msr/Obs	Water		2017-03-28	08:28:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKS					20.9493310000	-156.6911240000																															Probe/Sensor	HACH CDC401														Temperature, water		24.6	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160712:FM:PS:PH:	Field Msr/Obs	Water		2016-07-12	08:16:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Probe/Sensor	HACH PHC101														pH		8.09	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA161129:FM:PS:DO:	Field Msr/Obs	Water		2016-11-29	08:59:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		95.0	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PPU170308:SR:WB:	Sample-Routine	Water		2017-03-08	09:54:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PPU					20.8592330000	-156.6694420000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	79.27	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT161214:SR:WB:	Sample-Routine	Water		2016-12-14	09:18:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	90.52	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM160728:FM:PS:TS:	Field Msr/Obs	Water		2016-07-28	07:25:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Probe/Sensor	HACH CDC401														Salinity		35.3	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB161018:SR:WB:	Sample-Routine	Water		2016-10-18	08:22:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	87.06	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH160629:FM:PS:PH:	Field Msr/Obs	Water		2016-06-29	08:24:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLH					20.8648500000	-156.6737400000																															Probe/Sensor	HACH PHC101														pH		8.04	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM160811:SR:WB:	Sample-Routine	Water		2016-08-11	07:35:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Water Bottle														as N	Ammonium	Filtered, field	1.77	ug/l		Final		Actual																																									350.1	USEPA	Ammonia Nitrogen by Colorimetry		https://www.nemi.gov/methods/method_summary/5405/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160630:SR:WB:	Sample-Routine	Water		2016-06-30	08:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Water Bottle														as P	Orthophosphate	Filtered, field	3.99	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO170330:FM:PS:TS:	Field Msr/Obs	Water		2017-03-30	07:42:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Probe/Sensor	HACH CDC401														Temperature, water		26.0	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO160714:FM:PS:TS:	Field Msr/Obs	Water		2016-07-14	08:12:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Probe/Sensor	HACH CDC401														Temperature, water		28.2	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA161101:FM:PS:DO:	Field Msr/Obs	Water		2016-11-01	08:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		95.4	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP161215:SR:WB:	Sample-Routine	Water		2016-12-15	09:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Water Bottle														as P	Orthophosphate	Filtered, field	5.05	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP160727:SR:WB:	Sample-Routine	Water		2016-07-27	09:09:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OLP					20.8423600000	-156.6530350000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	1.24	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP170215:FM:PS:TS:	Field Msr/Obs	Water		2017-02-15	09:47:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OLP					20.8423600000	-156.6530350000																															Probe/Sensor	HACH CDC401														Temperature, water		25.2	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM160922:SR:WB:	Sample-Routine	Water		2016-09-22	07:15:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Water Bottle														as N	Ammonium	Filtered, field	2.35	ug/l		Final		Actual																																									350.1	USEPA	Ammonia Nitrogen by Colorimetry		https://www.nemi.gov/methods/method_summary/5405/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF160907:SR:WB:	Sample-Routine	Water		2016-09-07	07:48:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	6.45	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA161115:FM:PS:TS:	Field Msr/Obs	Water		2016-11-15	09:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Probe/Sensor	HACH CDC401														Salinity		33.3	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA170307:FM:PS:PH:	Field Msr/Obs	Water		2017-03-07	09:25:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Probe/Sensor	HACH PHC101														pH		8.19	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OSF160713:SR:WB:	Sample-Routine	Water		2016-07-13	09:48:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OSF					20.8091600000	-156.6228900000																															Water Bottle														as P	Orthophosphate	Filtered, field	5.10	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OSF161116:SR:WB:	Sample-Routine	Water		2016-11-16	10:15:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OSF					20.8091600000	-156.6228900000																															Water Bottle														as N	Ammonium	Filtered, field	2.66	ug/l		Final		Actual																																									350.1	USEPA	Ammonia Nitrogen by Colorimetry		https://www.nemi.gov/methods/method_summary/5405/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA170307:FM:PS:TS:	Field Msr/Obs	Water		2017-03-07	09:25:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Probe/Sensor	HACH CDC401														Salinity		32.9	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RNS170328:SR:WB:	Sample-Routine	Water		2017-03-28	07:41:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RNS					20.9942220000	-156.6674170000																															Water Bottle															Silicate	Filtered, field	326.90	ug/l		Final		Actual																																									366	USEPA	Silicate by Colorimetry		https://www.nemi.gov/methods/method_summary/4661/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH161116:SR:WB:	Sample-Routine	Water		2016-11-16	08:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLH					20.8648500000	-156.6737400000																															Water Bottle														as P	Total Phosphorus, mixed forms	Filtered, field	11.75	ug/l		Final		Actual																																									4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB170328:FM:PS:DO:	Field Msr/Obs	Water		2017-03-28	08:43:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		98.4	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS161018:FM:PS:TS:	Field Msr/Obs	Water		2016-10-18	08:02:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKS					20.9493310000	-156.6911240000																															Probe/Sensor	HACH CDC401														Salinity		35.6	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
