Organization ID	Monitoring Location ID	Monitoring Location Name	Activity ID	Activity Start Date	Activity Type	Media	Media Subdivision	Last Changed
HUIWAIOLA_WQX	KCP	Cove Park	KCP190521:FM:PS:TS:	05-21-2019	Field Msr/Obs	Water		08-09-2021 8:59:05 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190521:FM:WB:	05-21-2019	Field Msr/Obs	Water		08-09-2021 8:59:05 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190521:SR:WB:	05-21-2019	Sample-Routine	Water		08-09-2021 8:59:05 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190611:FM:PS:DO:	06-11-2019	Field Msr/Obs	Water		08-09-2021 8:59:10 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190611:FM:PS:PH:	06-11-2019	Field Msr/Obs	Water		08-09-2021 8:59:10 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190611:FM:PS:TS:	06-11-2019	Field Msr/Obs	Water		08-09-2021 8:59:10 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190611:FM:WB:	06-11-2019	Field Msr/Obs	Water		08-09-2021 8:59:10 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190611:SR:WB:	06-11-2019	Sample-Routine	Water		08-09-2021 8:59:10 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190702:FM:PS:DO:	07-02-2019	Field Msr/Obs	Water		08-09-2021 8:59:16 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190702:FM:PS:TS:	07-02-2019	Field Msr/Obs	Water		08-09-2021 8:59:16 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190702:FM:WB:	07-02-2019	Field Msr/Obs	Water		08-09-2021 8:59:16 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190702:SR:WB:	07-02-2019	Sample-Routine	Water		08-09-2021 8:59:16 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190723:FM:PS:DO:	07-23-2019	Field Msr/Obs	Water		08-09-2021 8:59:21 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190723:FM:PS:PH:	07-23-2019	Field Msr/Obs	Water		08-09-2021 8:59:21 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190723:FM:PS:TS:	07-23-2019	Field Msr/Obs	Water		08-09-2021 8:59:21 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190723:FM:WB:	07-23-2019	Field Msr/Obs	Water		08-09-2021 8:59:21 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190723:SR:WB:	07-23-2019	Sample-Routine	Water		08-09-2021 8:59:21 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190813:FM:PS:DO:	08-13-2019	Field Msr/Obs	Water		08-09-2021 8:59:26 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190813:FM:PS:PH:	08-13-2019	Field Msr/Obs	Water		08-09-2021 8:59:26 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190813:FM:PS:TS:	08-13-2019	Field Msr/Obs	Water		08-09-2021 8:59:26 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190813:FM:WB:	08-13-2019	Field Msr/Obs	Water		08-09-2021 8:59:26 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190813:SR:WB:	08-13-2019	Sample-Routine	Water		08-09-2021 8:59:26 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190903:FM:PS:DO:	09-03-2019	Field Msr/Obs	Water		08-09-2021 8:59:31 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190903:FM:PS:PH:	09-03-2019	Field Msr/Obs	Water		08-09-2021 8:59:31 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190903:FM:PS:TS:	09-03-2019	Field Msr/Obs	Water		08-09-2021 8:59:31 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190903:FM:WB:	09-03-2019	Field Msr/Obs	Water		08-09-2021 8:59:31 AM
